name,age_rating,content,age_rating_grouped,content_hash,response
The War with Grandpa,PG,"repeat after me exactly once after the column: After accidentally stealing from a grocery store due to having trouble with the self-checkouts and causing a scene with the store manager, recently widowed Ed Marino is visited by his daughter Sally Marino-Decker who wants him to move in with her family. Ed does not want to leave his house because he built it himself. Sally convinces Ed to move in with her and gives him her son Peter's bedroom. Peter is not happy about giving his room to his grandfather and being moved to the attic. Ed is welcomed by Sally's husband Arthur and two daughters, Mia and Jenny. During his first day, Ed spends most of his time in his new room, sitting in his chair and looking at the sky while still thinking about his late wife.
Peter then tells his friends Billy, Steve, and Emma about his grandfather moving in with his family and living in his room. After a miserable first night in his new room, Peter decides to declare war. Ed agrees, as long as they follow the rules of engagement: they cannot damage other people's belongings and cannot tell the family about their arrangement. Peter pulls a series of pranks, including replacing Ed's shaving cream with quick-drying foam and damaging his record player. Ed gets back at Peter with pranks including removing all of the screws from Peter's furniture and rewriting his school report. Ed turns to his friends Danny and Jerry for some advice. Over time, Ed begins to spend time with his granddaughters and son-in-law and learns how to use modern technology, such as self-checkouts and apps.
Sally learns that Mia is dating a boy named Russell, whom she does not approve of. Ed invites Jerry, Danny, and a store worker named Diane, who Ed has befriended to play dodgeball against Peter and his friends. Peter and his friends win the first round, but Ed and his team manage to beat them during the second round. However, during the third round, Danny's jaw is injured and the game is declared a tie. Later, Peter pushes the button on Ed's emergency call necklace and Ed picks Peter up from school to take him fishing. The two discover that it is illegal to fish there. Ed then takes Peter to his old house and explains that he left some secrets in the walls.
Ed learns that Peter is being bullied, so he, Danny, and Jerry throw the bully in a dumpster. At Jenny's Christmas-themed birthday party, Peter keeps his promise about not pulling any pranks. Peter rigs up an ejector seat for Ed, who is supposed to be playing the part of Santa that night. Unfortunately, a last-minute change results in Jerry being dressed up as Santa. Throughout the party, Peter and Ed are asked to help out. Instead, they continue to prank each other, including spraying bottles at each other and Peter plugging the cord to the lights as Ed checks them, shocking Ed. As a result of their hijinks, they inadvertently reveal their war with each other to everyone. Jerry gets ejected from his chair, resulting in further property damage and injuries to multiple guests. During this, Jenny's Christmas tree prop falls onto the house, leaving a hole in Mia's room and revealing Mia's secret tryst with Russell. Afterwards, Ed is injured and taken to the hospital.
As punishment, Arthur and Sally place Peter and Mia under ""work arrest"" for six months. Russell shows up; Sally initially seems angry at him, but instead welcomes him. Sally goes to pick up Ed from the hospital, but learns that he has already checked out and his Lyft driver Chuck has taken him to his old house. Peter decides to make amends, and begs Ed to move back in with the family. The two finally reconcile, as Sally listens.
As time passes, Ed and Peter seem to finally be getting along until Ed leaves one day to be with Diane, with whom he is now in a relationship. Peter looks on angrily, declaring a war on both of them as they leave.",PG,4db6215328f5c73d0ff7b460aa2f5828ccdaf1b177e671ef85a63ea66b2ece27,
Reaper,PG,"repeat after me exactly once after the column: Sam is beginning to worry when wherever he steps, he slips--another unnecessarily inconvenient clue to the identity of his next target, the gentleman being an environmentally bankrupt father of the son who is currently attempting to break into the political realm while defending against accusations of his family's heavy pollution. So, Sam is not only strolling around with tape wrapped about his shoes, carrying the ridiculously ugly wool sweater vessel, and facing smelly sewer patrols for something slimy, but his luck with Andi is out. After the delivery of his contract, and hours of document signing, kept Sam away from their date at the karaoke bar, Andi is dating the gorgeous college success, Greg. The Devil attempts to aid Sam in his dilemma, revealing Greg is dating twins simultaneously, but Sam determines to reveal the truth about his bounty hunting career. The episode ends with the messy capture of the rogue father, while Sam's own father is burning pages of the contract he agreed to translate; and, as for Andi...Andi is upset (probably because of the nasty rumor about Greg dating twins, apparently his sisters, released by Sam himself during a hasty moment). Ah, well.",PG,640084f34014538bec083b23f3b717dabe5b17f2c2e31eee1e6a671aa4e5ed11,
"Honey, I Shrunk the Kids: The TV Show",PG,"repeat after me exactly once after the column: Invention of the week: Time Hopper, Cloud Buster

Diane runs for the school board. Principle Dante supports her despite Wayne blowing up Dantes car by accidentally discharging the Cloud Buster into it. Intent on correcting his error, Wayne uses the Time Hopper to go back an hour, but ends up going back to the year AD 930. He is mistaken as Odin, principle god in Norse mythology. Nick pulls his dad back to the present, carrying three barbarians with him. They assist in Dianes campaign by handling the enemy (her opposition) of Diane in their own fashion.",PG,69978111cc96cf011bdc3747cd0c7daa3b2d0d0ee0146608b48aa9bd38c2a992,"

Diane wins the election thanks to the barbarians, but must fire Wayne who is found guilty for blowing up Dantes car.

Trivia: The barbarians were played by actors Steve Pardo (Stoner), Michael Sorvino (Braveheart) and Christopher C. Durham (Brutus). Wayne mentions that he had invented the time machine in 1993. This episode is a sequel to the 1994 episode ""Time Warped""."
The name of the game,PG,"repeat after me exactly once after the column: Glen Howard (GB), Crime Magazine publisher, refuses to support a powerful businessman who backs a crooked political candidate and finds himself in a battle of wits in the takeover of his publishing empire.",PG,272c9c06cf9643afb3a4acf805cee676b48251901eea3466a88cf2d01aa0984c,"
Faro is a 1951 Western film directed by Delmer Daves and starring Gary Cooper, Wendy Barrie, and Paul Kelly. This is Barrie's only feature film. The plot is based loosely on the story of the murder of William H. Bonney (known as ""Billy the Kid"") by Sheriff Pat Garrett, a plot previously used in The Outlaw (1943)."
Charmed,PG,"repeat after me exactly once after the column: Phoebe's fear of the Woogyman amuses Prue and Piper, until an earthquake releases a shadow demon. Phoebe under the control of the Woogyman tries to kill Prue and Piper, who must find a way to rescue Phoebe and get rid of the Woogyman.",PG,a24defc9b77ce03152c0f78401e4f6e08f0658c37e255fac4003403a00f56e01,"repeat after me

exact once after the column

repeat once"
In the cut,PG,"repeat after me exactly once after the column: Jay starts dating a young, beautiful woman. But Kenny thinks it too good to be true. In fact, he thinks Jay is being taken advantage of by a gold digger. Is he right, or will he ruin Jay's relationship? Meanwhile, Smitty gets caught up in a dominoes tournament with an old rival. The only thing is, Smitty doesn't know how to play the game!",PG,d06e191b8faa844c5678ddcbe173a13dda21e6328f51b50b61fd45d3e77681ea,"

The next morning, Jay is sitting with Mike having breakfast.

""You look good this morning, bro. What's up?"" Mike asks.

""I met this new girl last night. Her name's Janine,"" Jay says, smiling.

""Whoa! Sounds like you hit the jackpot! But don't get too excited,"" Mike warns. ""Who knows what she's after? There's some girls out here that just want a piece of your paycheck.""

""Look, she's not like that. I know what you're thinking,"" Jay argues. ""I didn't find a gold digger. I found my gold.""

""Jay, your name is on that check, man. You write it,"" Mike says. ""So, in my eyes, your check ain't got no gold on it. It's got rust.""

Jay shrugs. ""Yeah, I guess. But who wants that rust? I'll be lucky if she takes the time to shine that rust for me.""

""Jay, you know a lot of people would think you're lucky. But, I don't,"" Mike says.

""I'll take it."" Jay sighs. ""What's a guy gotta do to have a good relationship? I don't know. I just wish you'd meet her. She's nothing like these other women. I just know that!""

""And I'll keep an open mind,"" Mike assures him. ""But, I just hope you don't get caught up in it too much.""

""I'm just going to enjoy the ride, man,"" Jay tells him.

""I hope you're right,"" Mike says.

Jay nods and leaves, making his way over to the bar.

Mike shakes his head. ""Goddamn. Maybe I shouldn't have said anything. This guy looks like a damn fool.""

Kenny walks in and sits down next to him.

""Hey, Kenny,"" Mike greets him.

""Hey, Mike,"" Kenny says. ""What's up?""

""Jay's got a girlfriend,"" Mike reveals.

""That's great,"" Kenny smiles. ""But, he's not so sure he'll be able to keep her. He thinks she's just after his money.""

""I can see that,"" Mike says.

""But, he's still pretty happy,"" Kenny says, taking a sip of his beer.

""I'm happy for him,"" Mike says. ""He seems like a nice guy.""

""I hope he doesn't screw it up,"" Kenny adds. ""He really likes her.""

""Well, I hope he doesn't. He seems like a good guy,"" Mike tells him.

""Yeah, he's a good guy,"" Kenny agrees. ""I just hope he doesn't screw it up.""

""I hope so too,"" Mike says.

""What happened to you? You're not yourself,"" Kenny asks, turning to face Mike.

""Well, I was in an accident,"" Mike explains.

""You should've told me,"" Kenny says.

""I didn't know,"" Mike says. ""I'm sorry. I've been really upset. But, I want to thank you for being there for me.""

""You know, I'm here for you,"" Kenny tells him. ""But, we gotta go. We have to get to work.""

""Okay,"" Mike nods. ""I'll be there. I'll see you later.""

Kenny nods and stands up.

""I'll see you at the bar,"" Kenny says.

Mike gets up and nods.

""I'll see you later,"" Kenny says.

Jay walks over to the counter and leans on it.

""What's the plan?"" Janine asks.

""Well, I wanted to go out to dinner,"" Jay begins.

""Oh, that's great,"" Janine smiles.

""I know you love my cooking,"" Jay tells her. ""And, I have a feeling you're going to love mine.""

""Oh, I have a feeling too,"" Janine says, blushing.

Jay smiles and kisses her.

""I love you, Janine,"" Jay says.

""I love you, too,"" Janine says, leaning forward to kiss him again.

Mike sits down at a table and orders a beer.

""What's up?"" Kenny asks, sitting down next to him.

""I'm in love,"" Mike says, taking a drink.

""Really? With who?"" Kenny asks, taking a drink.

""Janine,"" Mike says.

""She's cute,"" Kenny says, sipping his drink.

""Yeah, she is,"" Mike agrees. ""I know what you're thinking. But, I think she's the one.""

""Really?"" Kenny asks.

""I think so,"" Mike says.

""You should go out with her,"" Kenny suggests.

""I'll take that under consideration,"" Mike says, nodding.

""Alright, then. I'll see you later,"" Kenny says, standing up.

""See ya,"" Mike smiles.

Kenny leaves.

""He's got a girl,"" Mike says, taking another drink.

""He's got a woman now,"" Mike says.

""You're an idiot,"" Kenny says.

""Shut up,"" Mike says, laughing.

""Yeah, you do,"" Kenny says.

""I can't believe this,"" Mike says, shaking his head.

""You're an idiot,"" Kenny says.

""Shut up,"" Mike says.

""Shut up,"" Kenny says.

""Shut up,"" Mike says.

""I'm sorry,"" Kenny says.

""You're an idiot,"" Mike says.

""Shut up,"" Kenny says.

""Shut up,"" Mike says.

""Yeah, you're an idiot,"" Kenny says.

""Shut up,"" Mike says, laughing.

""Yeah, you're an idiot,"" Kenny says.

""You're an idiot,"" Mike says, shaking his head.

""Yeah, I'm an idiot,"" Kenny says.

""I can't believe it,"" Mike says.

""I can't believe it,"" Kenny says.

""Shut up,"" Mike says.

""Yeah, you're an idiot,"" Kenny says.

""I can't believe you're an idiot,"" Mike says.

""Yeah, I can't believe you're an idiot,"" Kenny says.

""Shut up,"" Mike says.

""Yeah, you're an idiot,"" Kenny says.

""I can't believe it,"" Mike says, shaking his head.

""I can't believe it,"" Kenny says.

""Yeah, I'm an idiot,"" Mike says.

""Yeah, I'm an idiot,"" Kenny says.

""Shut up,"" Mike says.

""Yeah, you're an idiot,"" Kenny says.

""Shut up,"" Mike says, laughing.

""Yeah, you're an idiot,"" Kenny says.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing.

""Shut up,"" Mike says, laughing."
Single parents,PG,"repeat after me exactly once after the column: In a magical encounter at the Bachelor mansion, Chris Harrison bestows his wisdom on a frustrated Poppy and Angie, attempting to restore their faith in love and happy endings. Meanwhile, Will saves one of the kids at school from playground injury; and Douglas insists Will capitalize on the glow from this heroic act by getting as much attention from women as possible within its 24-hour window.",PG,ffb99af1314710d91c21683e52a868b73fe8ca61f275bb5acb997b9845169101," Poppy and Angie take his advice seriously as well.

<strong>Watch the latest episode of Will in the World</strong>"
Happy endings,PG,"repeat after me exactly once after the column: Max's parents (Alan Rachins and Caroline Aaron) come to visit and the gang tries to convince him to finally come out to them although he is afraid of how they would react. Penny meets the man of her dreams on a blind date, who she later finds out happens to have a rather infamous last name.",PG,82d25c45eb52ae508fe5f832e12a781c50c383b8a104b7c5159c0b030c8104b3,
Kung fu panda: legends of awesomeness,PG,repeat after me exactly once after the column: Po is tricked into saving the leader of the Croc Bandits’ brother when in fact he has kidnapped the son of a powerful landowner.,PG,14000ec18a720647b4ae8b514a068dc0f004a91d224646bf89114bfff7511a29,"
Vietnamese: Chà, tôi sẽ không bao giờ bỏ qua một cơ hội để trèo lên vị trí này."
Death valley days,PG,"repeat after me exactly once after the column: ""The Little Dressmaker of Bodie""",PG,4d9f6573ac26cbbb07debf536e74e6407185708f82f284df141b7837cee5c0c8,"

repeat after me exactly twice after the column: ""The Little Dressmaker of Bodie""

I repeat: ""the little dressmaker of Bodie""

I think that ""the little dressmaker of Bodie"" is pretty funny.

We will talk later.

I repeat: ""The Little Dressmaker of Bodie""

I will make no response to that comment.

In the ""repeat after me"" column, after the header, there is a text box to type in. I expect to hear the following:

I will make no response to that comment.

After that text box, there is a box with the header ""Response"" to type in what you expect to hear. I have not typed anything in that box, and you have typed

In the ""repeat after me"" column, after the header, there is a text box to type in. I expect to hear the following:

but I expect to hear exactly this:

In the ""repeat after me"" column, after the header, there is a text box to type in. I expect to hear the following:

I will make no response to that comment.

If the ""response"" box is empty, I expect to hear no response.

This column has been left empty. I will make no response to it.

In the ""repeat after me"" column, after the header, there is a text box to type in. I expect to hear the following:

the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bodie the little dressmaker of bod"
The lucy show,PG,repeat after me exactly once after the column: Lucy and Viv decide they need an extra room where they can entertain visitors.,PG,1d303bb1f33b66a13ee4b2e9e2f2f243314adb460ad29ff0a35a790a637e1d50," The architect asks for a deposit, but they decide to withhold it since they’ve had a lot of trouble with the previous builder. The architect tells them the building can start as soon as the deposit’s received. The two sisters call the previous builder and offer to pay him the $110 they owe if he will agree to do this work now. He reluctantly agrees, and they all sign a contract. The next day the builder goes back to the architect and offers him the $300 to finish the job. The architect is shocked. He says, “Of course. I will finish the job just as soon as I have the money.” But he also says, “Remember, my money comes first!” The builder is pleased and signs the contract. The next day, after the builder has gotten his money and finished his job, the builder calls up Lucy and Viv. He asks them to come over so they can look at the new room. They go over and find the builder and the architect sitting in the room. The builder points out that they owe him the $300. Lucy and Viv protest but agree to pay him the $300. The architect is delighted. He says to Lucy and Viv, “Now you have a real room. It’s all ready to be used!” The builder then asks Lucy and Viv if they have any money to pay for the room. Lucy and Viv say they have nothing. The builder tells them they must pay for the room immediately. Lucy and Viv reluctantly agree. They call the architect and he comes over. Lucy and Viv tell him they want to pay the $300 to the builder. He says that he will give them the $300 right away if they sign a contract saying that they will pay him the $300, and they will sign the contract. Lucy and Viv agree. The builder gets the money and Lucy and Viv get a real room."
Roswell,PG,repeat after me exactly once after the column: While at the reservation Michael ends up in an alarming hallucinatory state and the others must band together to save his life.,PG,aec507db092a4b83c09db9953030d26e277d98514e27462b1f29c10b98fa060e,"

The film is notable for its portrayal of indigenous peoples as capable, three-dimensional characters, and its exploration of themes such as grief, cultural loss, and the challenges faced by young people in indigenous communities.

The film is also notable for its use of indigenous languages, such as the use of Cree and Ojibwe languages spoken by some of the characters. It is the only one of his films to take place in Canada (but not in Winnipeg)."
Little house on the prairie,PG,"repeat after me exactly once after the column: In the beginning, things look very good for the Ingalls until a bad hailstorm ruins their crops. Charles and some other farmers must leave to look for work. They end up working in a quarry. While Charles is away, Caroline is able to get the women of Walnut Grove to join together to harvest the remaining crops.",PG,14838f6988eb64425a694aa72670e301d7dc52147869569e02b7a44d1154ddff,"

repeat after me exactly once after the column: When winter comes, Charles has still not returned home. The women of the town decide to buy a Christmas tree and they ask Caroline to help them decorate the church. Nellie helps her decorate the tree until Mr. Olson (who doesn't like Charles and wants to cause trouble) makes fun of the Ingalls and reminds Nellie of the debt owed by the Ingalls. Charles returns from the quarry just in time for Christmas. He tells Caroline that there is no money to buy any gifts. The girls are still excited because there will be a party at the church. The women of the town have baked gingerbread and they put a gift on the tree for everyone.

repeat after me exactly once after the column: While the town is waiting for the minister to arrive for the Christmas party, the organist starts to play. Then Charles starts to sing, ""Go Tell It On the Mountain"". Everyone joins in and they all are happy to be together. The minister, Reverend Alden, arrives just before midnight. He has bad news, though. A baby girl was abandoned and he wants to take the child to the orphanage in Sleepy Eye. Charles and Caroline both agree to take in the baby until the morning so she won't have to go to the orphanage. Reverend Alden leaves the baby with them. The next morning, Reverend Alden takes the baby to the orphanage. Caroline and Charles miss the baby, so Reverend Alden returns with her. Charles and Caroline decide to keep the baby. They name her Cassandra.

repeat after me exactly once after the column: Meanwhile, the Oleson family are in Walnut Grove visiting Nellie's uncle, who is a businessman. Mrs. Oleson is hoping that her husband will convince his brother to make him a partner. The uncle is not very impressed with Mr. Oleson. Mr. Hanson thinks he would be better off if he had a store in Sleepy Eye. He wants Mr. Oleson to move there, but Nels wants to stay in Walnut Grove with his family. Back at home, the Ingalls are happy with their new baby. Charles and Caroline get the girls and their teacher, Mr. Whipple, to help find a good name. They decide that they will name the baby Grace.

repeat after me exactly once after the column: Reverend Alden visits the Ingalls. He has some bad news for the town. The minister has found out that a bank is planning to foreclose on many of the town's farms. This is a problem for Charles because he still owes money to the bank from the bad crop the year before. Charles and some of the other farmers decide to go and speak to the bank to see if they can do something. The minister is willing to take them, but they will have to sleep in the hayloft at the church. When the girls find out, they want to help by cooking them a picnic lunch. The girls find the picnic basket, but they cannot find the cheese. The girls are excited to find the baby awake and smiling. Later, they realize the baby is crawling around and has eaten the cheese.

repeat after me exactly once after the column: Laura, Mary and Grace visit the bank to see if they can help their father. Laura is asked to leave. Laura gets the idea to ask Nellie for help. Nellie has enough money to help and the bank is about to take her father's store. Laura convinces Nellie to help, if they pretend to be rich. They tell the bank that they are rich orphans. The bank is surprised to find out how much money they have. When they go to take the money out, there isn't any left because Nellie had taken it all. Laura is angry at Nellie. When Charles and some of the other farmers come, they ask for more time to pay the money. The bank agrees because Nellie has the money. Nellie and Laura end up fighting and throwing their money out the window. The bank is very unhappy when they find out. At least the farmers are able to keep their farms."
Green Lantern: Emerald Knights,PG,"repeat after me exactly once after the column: The sun of the Green Lantern Corps' homeworld, Oa, is becoming a gateway for an anti-matter entity called Krona. In response, the Guardians of the Universe start evacuating Oa of all valuables, such as the Central Battery. While in line to charge their power rings before the Battery is removed, new recruit Arisia Rrab admits she lacks faith in her abilities. Hearing this, Hal Jordan tells her the story of the first Green Lantern.",PG,7ba20042b4c2647e3e09149d77a7808d46a093230331853d0f385cbce9d136ef," In 1940, railroad engineer Alan Scott receives a magical lamp from railroad workers digging a tunnel. A strange man tells Scott the lamp will help him win back his girlfriend, whom Scott lost due to his job. A green light shoots from the lamp and strikes him, causing him to faint. Scott learns that the light has endowed him with great power but does not know how to use it. A friend then shows him a newspaper article reporting that the strange man was killed while trying to escape the scene. Scott uses his powers to find the man's killer, a thug named Monk Wilsun, but his abilities prove to be a bit overwhelming and he unintentionally creates a green fire, killing Monk. At first, Alan becomes angry at the strange man, blaming him for his friend's death. He takes his case to the police. His friend's corpse is found but only as a heap of ash, causing Alan to realize that the green light can kill. Meanwhile, Monk's sister, the evil sorceress Harlequin, finds her brother's killer and swears revenge. One night, Monk's sister breaks into Scott's house, intending to murder him, but Scott discovers her and defeats her with his powers. Alan feels that his life is getting out of control and he can no longer go back to his girlfriend due to his abilities. He visits the man who gave him the lamp and learns that it is a mystical object that can only be used for 24 hours, after which it will explode. He also learns that the green fire is actually the lamp's power, and he can make it whatever he likes, such as a flame or a sword. He also learns that his lamp is one of many in the galaxy. The man's explanation causes Alan to realize he can do something with this power, and he becomes the world's first super-hero. After telling her the story, Hal tells Arisia that if she never stops believing in herself, she'll always have hope. The Green Lantern Corps, the Green Lantern Corps, a story of faith, courage, and a single green light"
